State,state_abbreviation,County,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny-theft,vehicle_theft,Arson
TEXAS,TX,Kerr,50,1,17,0,32,183,61,103,19,1
TEXAS,TX,King,0,0,0,0,0,0,0,0,0,0
TEXAS,TX,Kleberg,14,0,2,0,12,23,5,17,1,0
TEXAS,TX,Lamar,33,2,2,0,29,167,39,103,25,0
TEXAS,TX,Lamb,7,0,3,1,3,53,28,21,4,1
TEXAS,TX,La Salle,16,0,0,1,15,44,17,22,5,0
TEXAS,TX,Lavaca,9,1,2,0,6,59,15,32,12,2
TEXAS,TX,Lee,20,1,6,2,11,103,32,58,13,2
TEXAS,TX,Leon,14,0,1,0,13,105,36,58,11,1
TEXAS,TX,Limestone,36,0,12,0,24,104,44,48,12,1
TEXAS,TX,Lipscomb,1,0,0,0,1,25,6,17,2,0
TEXAS,TX,Llano,23,0,5,1,17,193,55,115,23,1
TEXAS,TX,Loving,3,0,1,0,2,17,1,16,0,0
TEXAS,TX,Madison,8,0,1,1,6,48,15,24,9,0
TEXAS,TX,Marion,35,1,1,0,33,99,40,49,10,0
TEXAS,TX,Mason,4,0,0,0,4,11,3,7,1,0
TEXAS,TX,Matagorda,97,1,13,2,81,292,63,186,43,4
TEXAS,TX,McCulloch,2,0,0,0,2,42,22,9,11,0
TEXAS,TX,Milam,21,1,1,1,18,42,10,28,4,0
TEXAS,TX,Mills,11,0,4,0,7,41,33,8,0,0
TEXAS,TX,Montague,22,0,6,1,15,97,24,69,4,2
TEXAS,TX,Moore,8,1,1,0,6,32,14,12,6,1
TEXAS,TX,Nacogdoches,34,1,2,0,31,186,41,121,24,1
TEXAS,TX,Navarro,69,1,19,3,46,224,75,131,18,4
TEXAS,TX,Newton,8,0,2,0,6,53,15,31,7,0
TEXAS,TX,Nolan,7,0,0,0,7,42,13,29,0,0
TEXAS,TX,Palo Pinto,21,0,4,0,17,97,27,54,16,0
TEXAS,TX,Panola,35,1,2,0,32,207,60,120,27,0
TEXAS,TX,Parmer,2,0,0,0,2,39,10,21,8,0
TEXAS,TX,Polk,82,5,15,4,58,477,126,278,73,3
TEXAS,TX,Presidio,0,0,0,0,0,0,0,0,0,0
TEXAS,TX,Reagan,3,0,2,1,0,28,4,20,4,0
TEXAS,TX,Real,5,0,1,0,4,119,93,21,5,0
TEXAS,TX,Red River,18,0,5,0,13,49,22,20,7,0
TEXAS,TX,Refugio,3,1,0,0,2,44,13,12,19,0
TEXAS,TX,Runnels,2,0,0,0,2,12,9,2,1,0
TEXAS,TX,Sabine,20,0,7,0,13,69,15,47,7,2
TEXAS,TX,San Augustine,14,0,2,0,12,54,21,22,11,1
TEXAS,TX,Schleicher,2,0,0,0,2,11,4,7,0,0
TEXAS,TX,Scurry,6,0,1,0,5,90,37,51,2,1
TEXAS,TX,Shelby,20,1,1,0,18,157,43,91,23,3
TEXAS,TX,Somervell,4,0,0,0,4,66,26,40,0,0
TEXAS,TX,Starr,34,0,6,1,27,138,73,50,15,4
TEXAS,TX,Stephens,4,0,1,0,3,35,8,17,10,0
TEXAS,TX,Sutton,3,0,1,0,2,6,5,0,1,0
TEXAS,TX,Swisher,5,0,0,0,5,22,10,11,1,0
TEXAS,TX,Terrell,0,0,0,0,0,0,0,0,0,0
TEXAS,TX,Terry,7,0,0,4,3,42,16,26,0,0
TEXAS,TX,Throckmorton,8,0,2,0,6,2,0,2,0,0
TEXAS,TX,Titus,37,0,7,3,27,149,34,100,15,0
TEXAS,TX,Trinity,14,0,1,1,12,108,47,44,17,0
TEXAS,TX,Tyler,24,3,2,2,17,185,69,78,38,2
TEXAS,TX,Upton,1,0,0,0,1,13,3,7,3,0
TEXAS,TX,Uvalde,19,1,2,0,16,63,26,23,14,0
TEXAS,TX,Val Verde,52,0,11,2,39,125,63,48,14,1
TEXAS,TX,Walker,52,0,15,1,36,211,70,92,49,3
TEXAS,TX,Ward,16,0,3,3,10,151,46,71,34,3
TEXAS,TX,Washington,49,0,4,0,45,95,21,65,9,2
TEXAS,TX,Wharton,80,3,8,4,65,255,71,152,32,3
TEXAS,TX,Wheeler,7,0,2,0,5,13,6,6,1,0
TEXAS,TX,Wilbarger,6,0,0,0,6,14,2,9,3,0
TEXAS,TX,Willacy,12,0,0,0,12,24,7,14,3,0
TEXAS,TX,Winkler,6,0,1,0,5,44,13,26,5,0
TEXAS,TX,Wood,37,1,8,4,24,175,64,91,20,3
TEXAS,TX,Yoakum,10,0,1,2,7,46,7,34,5,1
TEXAS,TX,Young,16,0,4,0,12,21,8,11,2,0
TEXAS,TX,Zapata,10,0,0,0,10,59,21,37,1,0
TEXAS,TX,Zavala,34,0,12,0,22,44,14,20,10,0
UTAH,UT,Box Elder,12,0,2,1,9,117,22,82,13,0
UTAH,UT,Cache,44,1,14,0,29,257,39,201,17,3
UTAH,UT,Davis,29,0,10,1,18,129,16,103,10,0
UTAH,UT,Salt Lake County Unified Police Department,600,17,141,95,347,"6,901",665,"5,241",995,5
UTAH,UT,Tooele,48,1,20,3,24,198,35,138,25,0
UTAH,UT,Utah,85,0,35,1,49,287,35,224,28,1
UTAH,UT,Washington,17,0,6,0,11,94,8,69,17,0
UTAH,UT,Weber,125,0,40,4,81,794,126,575,93,3
UTAH,UT,Beaver,12,2,3,1,6,63,24,29,10,0
UTAH,UT,Carbon,31,0,4,2,25,54,18,30,6,1
UTAH,UT,Duchesne,42,3,14,0,25,196,39,127,30,3
UTAH,UT,Garfield,3,0,1,0,2,41,8,28,5,0
UTAH,UT,Iron,23,0,7,2,14,83,28,47,8,1
UTAH,UT,Kane,28,0,2,0,26,21,3,16,2,0
UTAH,UT,Millard,34,0,12,0,22,153,26,112,15,0
UTAH,UT,Sanpete,37,0,19,1,17,96,11,78,7,1
UTAH,UT,Sevier,9,0,3,0,6,41,14,25,2,1
UTAH,UT,Summit,50,1,41,1,7,314,29,249,36,1
UTAH,UT,Uintah,46,0,8,0,38,174,31,119,24,1
UTAH,UT,Wasatch,19,1,4,0,14,113,19,85,9,0
VERMONT,VT,Franklin,28,0,11,0,17,53,3,49,1,0
VERMONT,VT,Grand Isle,0,0,0,0,0,39,11,28,0,0
VERMONT,VT,Bennington,0,0,0,0,0,7,1,5,1,0
VERMONT,VT,Essex,4,0,1,1,2,17,4,10,3,0
VERMONT,VT,Lamoille,6,0,1,0,5,46,4,42,0,1
VERMONT,VT,Orange,3,0,3,0,0,7,1,5,1,0
VERMONT,VT,Orleans,7,0,2,0,5,60,4,56,0,0
VERMONT,VT,Rutland,5,0,0,0,5,21,0,21,0,0
VERMONT,VT,Windham,1,0,0,0,1,36,2,32,2,0
VERMONT,VT,Windsor,0,0,0,0,0,1,0,0,1,0
VIRGINIA,VA,Albemarle County Police Department,106,0,22,8,76,"1,701",103,"1,496",102,6
VIRGINIA,VA,Amelia,24,1,6,0,17,153,29,108,16,2
VIRGINIA,VA,Amherst,66,1,10,5,50,358,26,303,29,3
VIRGINIA,VA,Appomattox,26,1,3,0,22,90,9,81,0,1
VIRGINIA,VA,Arlington County Police Department,469,0,60,154,255,"3,267",210,"2,757",300,11
VIRGINIA,VA,Augusta,90,2,24,3,61,692,126,482,84,2
VIRGINIA,VA,Bedford,81,1,15,6,59,475,98,334,43,3
VIRGINIA,VA,Botetourt,25,0,10,3,12,245,25,196,24,3
VIRGINIA,VA,Campbell,102,1,24,5,72,529,59,425,45,5
VIRGINIA,VA,Charles City,12,0,0,0,12,24,3,19,2,0
VIRGINIA,VA,Chesterfield County Police Department,536,12,96,125,303,"4,840",512,"3,981",347,24
VIRGINIA,VA,Clarke,4,0,2,1,1,41,2,35,4,0
VIRGINIA,VA,Craig,6,0,4,1,1,29,5,21,3,0
VIRGINIA,VA,Culpeper,20,0,0,1,19,115,6,90,19,1
VIRGINIA,VA,Dinwiddie,83,3,6,4,70,266,33,218,15,4
VIRGINIA,VA,Fairfax County Police Department,948,26,172,318,432,"13,059",561,"11,302","1,196",16
VIRGINIA,VA,Fauquier,51,3,21,2,25,196,17,167,12,0
VIRGINIA,VA,Fluvanna,41,0,11,1,29,127,13,102,12,1
VIRGINIA,VA,Franklin,61,6,19,1,35,445,55,316,74,0
VIRGINIA,VA,Frederick,61,2,16,6,37,846,65,695,86,5
VIRGINIA,VA,Giles,15,0,2,0,13,74,18,50,6,0
VIRGINIA,VA,Gloucester,25,0,11,8,6,335,18,289,28,6
VIRGINIA,VA,Goochland,23,0,6,0,17,235,14,201,20,1
VIRGINIA,VA,Greene,26,0,4,2,20,172,12,147,13,0
VIRGINIA,VA,Hanover,180,1,19,11,149,873,33,794,46,5
VIRGINIA,VA,Henrico County Police Department,651,23,40,132,456,"6,917",373,"6,084",460,37
VIRGINIA,VA,Isle of Wight,29,1,3,3,22,235,15,202,18,2
VIRGINIA,VA,James City County Police Department,101,3,14,12,72,727,37,658,32,4
VIRGINIA,VA,King and Queen,5,0,0,0,5,25,6,19,0,0
VIRGINIA,VA,King William,24,0,5,0,19,85,6,76,3,0
VIRGINIA,VA,Loudoun,271,3,127,26,115,"1,937",132,"1,667",138,25
VIRGINIA,VA,Madison,23,1,11,0,11,74,9,52,13,1
VIRGINIA,VA,Mathews,3,0,2,0,1,51,7,42,2,1
VIRGINIA,VA,Montgomery,85,1,19,3,62,245,48,162,35,8
VIRGINIA,VA,Nelson,36,0,8,2,26,212,48,147,17,3
VIRGINIA,VA,New Kent,46,1,2,1,42,145,13,127,5,0
VIRGINIA,VA,Powhatan,51,0,10,0,41,157,15,140,2,0
VIRGINIA,VA,Prince George County Police Department,129,3,16,10,100,376,50,284,42,5
VIRGINIA,VA,Prince William County Police Department,"1,024",10,104,185,725,"5,174",420,"4,257",497,31
VIRGINIA,VA,Pulaski,34,3,11,2,18,469,85,358,26,5
VIRGINIA,VA,Rappahannock,11,0,1,0,10,26,2,21,3,0
VIRGINIA,VA,Roanoke County Police Department,210,0,27,17,166,"1,052",134,831,87,1
VIRGINIA,VA,Rockingham,78,4,17,2,55,305,80,217,8,8
VIRGINIA,VA,Scott,36,0,8,1,27,245,52,165,28,5
VIRGINIA,VA,Southampton,9,0,9,0,0,136,18,100,18,1
VIRGINIA,VA,Spotsylvania,134,3,18,13,100,696,44,588,64,0
VIRGINIA,VA,Stafford,318,4,85,24,205,"1,249",92,"1,070",87,11
VIRGINIA,VA,Sussex,15,0,2,3,10,87,18,60,9,1
VIRGINIA,VA,Warren,21,0,11,0,10,191,12,160,19,2
VIRGINIA,VA,Washington,46,0,18,2,26,577,92,435,50,4
VIRGINIA,VA,York,112,1,17,9,85,779,41,707,31,4
VIRGINIA,VA,Accomack,95,9,12,7,67,257,52,192,13,1
VIRGINIA,VA,Alleghany,35,1,7,0,27,82,21,57,4,0
VIRGINIA,VA,Bath,0,0,0,0,0,22,2,17,3,0
VIRGINIA,VA,Brunswick,6,0,3,0,3,104,19,77,8,2
VIRGINIA,VA,Buchanan,39,2,16,0,21,218,21,167,30,2
VIRGINIA,VA,Buckingham,20,1,6,3,10,188,33,123,32,0
VIRGINIA,VA,Caroline,56,2,13,3,38,159,30,126,3,2
VIRGINIA,VA,Carroll,23,1,13,0,9,209,42,129,38,1
VIRGINIA,VA,Charlotte,13,0,2,3,8,121,18,89,14,0
VIRGINIA,VA,Cumberland,14,0,4,1,9,42,7,30,5,1
VIRGINIA,VA,Dickenson,18,3,2,0,13,64,26,31,7,2
VIRGINIA,VA,Essex,7,0,2,0,5,34,8,23,3,0
VIRGINIA,VA,Floyd,11,0,6,1,4,64,10,50,4,0
VIRGINIA,VA,Grayson,21,0,5,0,16,132,16,94,22,2
VIRGINIA,VA,Greensville,23,4,3,3,13,98,13,73,12,2
VIRGINIA,VA,Halifax,29,3,7,2,17,171,37,114,20,2
VIRGINIA,VA,Henry,128,3,32,12,81,688,178,457,53,4
VIRGINIA,VA,Highland,1,0,0,0,1,31,3,27,1,1
VIRGINIA,VA,King George,46,1,5,3,37,228,32,179,17,3
VIRGINIA,VA,Lancaster,27,0,3,3,21,58,13,45,0,2
VIRGINIA,VA,Lee,29,0,10,1,18,252,50,195,7,2
VIRGINIA,VA,Louisa,32,0,11,1,20,259,11,216,32,3
VIRGINIA,VA,Lunenburg,25,0,3,1,21,37,10,21,6,2
VIRGINIA,VA,Mecklenburg,47,0,4,2,41,185,36,117,32,0
VIRGINIA,VA,Middlesex,14,0,7,1,6,96,16,71,9,0
VIRGINIA,VA,Northampton,27,1,1,0,25,52,8,40,4,0
VIRGINIA,VA,Northumberland,11,0,2,0,9,44,8,32,4,0
VIRGINIA,VA,Nottoway,20,0,1,1,18,82,23,50,9,1
VIRGINIA,VA,Orange,44,2,14,1,27,146,9,125,12,1
VIRGINIA,VA,Page,7,0,5,0,2,161,12,136,13,2
VIRGINIA,VA,Patrick,44,0,10,1,33,218,46,154,18,4
VIRGINIA,VA,Pittsylvania,45,3,11,3,28,309,72,218,19,6
VIRGINIA,VA,Prince Edward,18,1,3,0,14,72,10,55,7,1
VIRGINIA,VA,Rockbridge,37,1,5,1,30,215,29,164,22,1
VIRGINIA,VA,Russell,43,3,19,0,21,168,39,109,20,6
VIRGINIA,VA,Shenandoah,32,0,11,2,19,206,22,182,2,0
VIRGINIA,VA,Smyth,19,1,6,1,11,141,22,108,11,1
VIRGINIA,VA,Surry,5,0,1,0,4,21,5,15,1,0
VIRGINIA,VA,Tazewell,46,1,21,2,22,237,49,162,26,3
VIRGINIA,VA,Westmoreland,19,0,6,1,12,74,10,54,10,1
VIRGINIA,VA,Wise,38,0,10,1,27,371,48,283,40,6
VIRGINIA,VA,Wythe,21,0,16,1,4,132,12,102,18,1
WASHINGTON,WA,Asotin,15,0,4,1,10,138,33,85,20,0
WASHINGTON,WA,Benton,76,2,9,3,62,488,94,328,66,6
WASHINGTON,WA,Chelan,30,1,1,0,28,305,118,145,42,0
WASHINGTON,WA,Clark,338,4,93,41,200,"3,218",422,"2,024",772,14
WASHINGTON,WA,Cowlitz,64,2,22,9,31,419,126,214,79,9
WASHINGTON,WA,Douglas,13,0,10,0,3,259,69,151,39,2
WASHINGTON,WA,Franklin,14,1,3,0,10,136,44,72,20,3
WASHINGTON,WA,King,603,21,65,108,409,"3,914",710,"2,466",738,97
WASHINGTON,WA,Kitsap,459,4,84,38,333,"2,879",603,"1,888",388,18
WASHINGTON,WA,Pierce,"1,301",18,114,175,994,"8,341","1,866","4,731","1,744",71
WASHINGTON,WA,Skagit,82,2,2,20,58,968,228,628,112,10
WASHINGTON,WA,Skamania,10,1,2,0,7,100,14,71,15,0
WASHINGTON,WA,Snohomish,482,2,51,63,366,"4,125",838,"2,634",653,20
WASHINGTON,WA,Spokane,193,2,29,21,141,"3,072",544,"2,209",319,15
WASHINGTON,WA,Stevens,38,6,7,2,23,326,94,194,38,1
WASHINGTON,WA,Thurston,253,3,22,21,207,"1,462",332,909,221,6
WASHINGTON,WA,Walla Walla,44,0,3,4,37,234,79,130,25,1
WASHINGTON,WA,Whatcom,130,4,24,2,100,936,239,590,107,3
WASHINGTON,WA,Yakima,114,1,14,12,87,"1,182",358,586,238,4
WASHINGTON,WA,Adams,26,2,3,4,17,258,71,148,39,1
WASHINGTON,WA,Clallam,61,0,9,7,45,470,115,314,41,4
WASHINGTON,WA,Columbia,3,0,0,1,2,49,18,25,6,0
WASHINGTON,WA,Garfield,21,0,1,0,20,21,7,12,2,0
WASHINGTON,WA,Grant,91,4,22,8,57,850,189,496,165,7
WASHINGTON,WA,Grays Harbor,39,1,13,6,19,264,94,142,28,5
WASHINGTON,WA,Island,49,1,15,1,32,491,135,320,36,3
WASHINGTON,WA,Jefferson,36,1,6,3,26,162,53,86,23,2
WASHINGTON,WA,Kittitas,11,0,3,2,6,222,47,145,30,0
WASHINGTON,WA,Lewis,83,0,24,1,58,655,220,367,68,3
WASHINGTON,WA,Lincoln,5,0,4,0,1,169,85,64,20,5
WASHINGTON,WA,Mason,86,1,15,14,56,786,239,453,94,2
WASHINGTON,WA,Okanogan,34,0,5,4,25,356,108,209,39,0
WASHINGTON,WA,Pend Oreille,9,0,4,0,5,181,42,109,30,2
WASHINGTON,WA,San Juan,9,0,0,0,9,97,22,72,3,0
WASHINGTON,WA,Whitman,11,1,4,0,6,53,11,36,6,1
WEST VIRGINIA,WV,Berkeley,95,8,21,1,65,174,11,154,9,2
WEST VIRGINIA,WV,Brooke,5,0,0,0,5,2,0,2,0,0
WEST VIRGINIA,WV,Cabell,50,0,6,4,40,439,58,341,40,2
WEST VIRGINIA,WV,Fayette,57,1,7,1,48,186,58,110,18,4
WEST VIRGINIA,WV,Jackson,34,1,4,0,29,26,4,12,10,0
WEST VIRGINIA,WV,Jefferson,22,1,9,0,12,199,26,154,19,2
WEST VIRGINIA,WV,Kanawha,383,7,52,11,313,"1,231",256,756,219,17
WEST VIRGINIA,WV,Marshall,18,1,3,0,14,83,25,51,7,1
WEST VIRGINIA,WV,Mineral,15,0,2,1,12,33,7,26,0,0
WEST VIRGINIA,WV,Monongalia,47,0,9,0,38,428,26,381,21,1
WEST VIRGINIA,WV,Preston,5,3,0,0,2,55,0,41,14,0
WEST VIRGINIA,WV,Raleigh,114,4,26,8,76,756,228,473,55,1
WEST VIRGINIA,WV,Wood,39,0,8,4,27,287,22,235,30,1
WEST VIRGINIA,WV,Barbour,26,0,0,0,26,8,2,5,1,1
WEST VIRGINIA,WV,Doddridge,15,0,2,0,13,42,11,21,10,2
WEST VIRGINIA,WV,Hardy,8,0,1,0,7,27,4,20,3,0
WEST VIRGINIA,WV,Harrison,45,2,4,0,39,227,46,136,45,4
WEST VIRGINIA,WV,Lewis,14,1,0,0,13,33,7,16,10,0
WEST VIRGINIA,WV,Logan,118,2,1,0,115,0,0,0,0,5
WEST VIRGINIA,WV,Mason,10,1,0,1,8,66,13,51,2,2
WEST VIRGINIA,WV,Mingo,4,1,0,0,3,13,9,0,4,0
WEST VIRGINIA,WV,Monroe,2,0,1,0,1,22,7,13,2,1
WEST VIRGINIA,WV,Nicholas,155,2,3,0,150,4,0,4,0,1
WEST VIRGINIA,WV,Randolph,61,0,1,0,60,88,21,65,2,2
WEST VIRGINIA,WV,Ritchie,6,0,2,0,4,27,6,21,0,1
WEST VIRGINIA,WV,Roane,10,0,0,0,10,0,0,0,0,1
WEST VIRGINIA,WV,Summers,13,0,1,0,12,25,9,11,5,0
WEST VIRGINIA,WV,Upshur,4,0,1,0,3,7,0,7,0,5
WEST VIRGINIA,WV,Wetzel,12,0,1,0,11,32,20,9,3,2
WEST VIRGINIA,WV,Wyoming,101,0,5,0,96,60,20,29,11,2
WISCONSIN,WI,Brown,85,0,31,7,47,893,127,709,57,3
WISCONSIN,WI,Calumet,12,0,5,0,7,94,11,81,2,0
WISCONSIN,WI,Chippewa,40,0,19,1,20,258,51,188,19,1
WISCONSIN,WI,Columbia,30,0,13,3,14,146,27,110,9,0
WISCONSIN,WI,Dane,118,3,29,5,81,586,98,428,60,7
WISCONSIN,WI,Douglas,23,0,1,0,22,184,65,100,19,0
WISCONSIN,WI,Eau Claire,17,2,9,1,5,251,71,169,11,1
WISCONSIN,WI,Fond du Lac,23,0,9,0,14,138,25,98,15,2
WISCONSIN,WI,Green,4,0,2,0,2,77,14,56,7,0
WISCONSIN,WI,Iowa,17,0,0,0,17,39,7,27,5,0
WISCONSIN,WI,Kenosha,101,3,24,1,73,410,70,301,39,5
WISCONSIN,WI,Kewaunee,14,0,5,0,9,49,13,33,3,0
WISCONSIN,WI,La Crosse,23,3,2,1,17,145,48,79,18,0
WISCONSIN,WI,Lincoln,40,0,1,0,39,125,41,65,19,1
WISCONSIN,WI,Marathon,67,0,13,1,53,334,45,267,22,2
WISCONSIN,WI,Milwaukee,132,2,7,15,108,166,8,69,89,0
WISCONSIN,WI,Oconto,32,1,11,1,19,178,45,117,16,2
WISCONSIN,WI,Outagamie,38,0,10,1,27,224,62,152,10,0
WISCONSIN,WI,Pierce,13,0,1,0,12,122,35,62,25,1
WISCONSIN,WI,Racine,42,2,6,1,33,121,21,78,22,2
WISCONSIN,WI,Rock,53,1,9,3,40,197,47,137,13,2
WISCONSIN,WI,Sheboygan,29,0,13,1,15,353,75,265,13,0
WISCONSIN,WI,St. Croix,45,0,3,0,42,271,37,204,30,0
WISCONSIN,WI,Waukesha,73,1,32,2,38,244,27,200,17,2
WISCONSIN,WI,Winnebago,21,0,6,1,14,320,149,161,10,1
WISCONSIN,WI,Adams,26,0,5,0,21,138,47,85,6,0
WISCONSIN,WI,Barron,16,0,3,0,13,109,34,66,9,2
WISCONSIN,WI,Buffalo,9,1,5,0,3,8,0,8,0,1
WISCONSIN,WI,Burnett,21,1,6,0,14,190,48,111,31,1
WISCONSIN,WI,Clark,28,0,0,0,28,117,19,83,15,0
WISCONSIN,WI,Dodge,37,0,5,1,31,136,22,98,16,1
WISCONSIN,WI,Door,10,0,3,0,7,76,19,55,2,0
WISCONSIN,WI,Dunn,25,0,6,0,19,115,41,62,12,1
WISCONSIN,WI,Grant,22,2,5,0,15,101,15,78,8,0
WISCONSIN,WI,Iron,2,0,0,0,2,28,2,20,6,0
WISCONSIN,WI,Jefferson,41,0,14,1,26,113,28,64,21,0
WISCONSIN,WI,Juneau,47,2,24,0,21,177,32,123,22,0
WISCONSIN,WI,Lafayette,8,0,3,0,5,45,11,28,6,0
WISCONSIN,WI,Langlade,9,0,2,0,7,59,6,47,6,0
WISCONSIN,WI,Manitowoc,30,0,2,1,27,111,28,75,8,0
WISCONSIN,WI,Marinette,42,1,16,0,25,167,35,125,7,0
WISCONSIN,WI,Marquette,3,0,1,0,2,40,5,33,2,0
WISCONSIN,WI,Menominee,1,0,0,0,1,9,1,7,1,0
WISCONSIN,WI,Monroe,24,2,4,0,18,78,22,50,6,0
WISCONSIN,WI,Oneida,33,1,12,0,20,93,41,46,6,0
WISCONSIN,WI,Pepin,8,0,4,0,4,11,1,9,1,0
WISCONSIN,WI,Polk,48,3,6,1,38,102,24,69,9,2
WISCONSIN,WI,Portage,22,0,10,0,12,131,31,92,8,0
WISCONSIN,WI,Richland,14,0,4,0,10,25,2,21,2,0
WISCONSIN,WI,Rusk,37,1,4,0,32,64,29,30,5,1
WISCONSIN,WI,Sauk,34,0,9,1,24,230,34,180,16,1
WISCONSIN,WI,Sawyer,39,1,11,2,25,197,51,131,15,1
WISCONSIN,WI,Shawano,19,0,6,1,12,256,67,159,30,1
WISCONSIN,WI,Taylor,10,1,5,0,4,68,9,54,5,0
WISCONSIN,WI,Vilas,4,0,0,0,4,90,17,63,10,0
WISCONSIN,WI,Walworth,12,0,6,0,6,66,12,49,5,0
WISCONSIN,WI,Washburn,9,0,0,0,9,77,23,45,9,2
WISCONSIN,WI,Waupaca,36,1,11,0,24,48,6,41,1,0
WISCONSIN,WI,Waushara,20,0,5,1,14,90,16,65,9,2
WISCONSIN,WI,Wood,51,0,29,1,21,110,13,87,10,1
WYOMING,WY,Laramie,69,0,6,4,59,571,154,321,96,5
WYOMING,WY,Natrona,21,0,10,0,11,134,24,90,20,2
WYOMING,WY,Albany,8,0,2,0,6,75,27,43,5,0
WYOMING,WY,Campbell,19,0,10,0,9,149,25,110,14,0
WYOMING,WY,Converse,9,0,5,1,3,57,15,34,8,2
WYOMING,WY,Crook,6,0,1,0,5,28,3,19,6,0
WYOMING,WY,Goshen,5,0,0,0,5,42,14,24,4,0
WYOMING,WY,Hot Springs,2,0,0,0,2,10,1,8,1,2
WYOMING,WY,Johnson,4,0,2,0,2,36,11,20,5,0
WYOMING,WY,Lincoln,15,0,3,0,12,60,7,48,5,0
WYOMING,WY,Niobrara,4,0,2,0,2,10,0,6,4,0
WYOMING,WY,Park,16,1,5,0,10,80,14,58,8,1
WYOMING,WY,Sheridan,14,2,2,0,10,45,4,39,2,0
WYOMING,WY,Sublette,5,0,2,0,3,43,6,36,1,0
WYOMING,WY,Sweetwater,17,0,10,1,6,98,12,68,18,0
WYOMING,WY,Teton,9,1,1,1,6,21,1,18,2,1
WYOMING,WY,Uinta,14,0,10,0,4,42,12,24,6,0
WYOMING,WY,Washakie,4,0,3,0,1,7,1,6,0,0
WYOMING,WY,Weston,9,1,2,0,6,26,12,11,3,0